cnpj_estabelecimento,cbo_2002,cbo_titulo,sexo,raca_cor,salario_contratual_mensal,remuneracao_total_mensal,data_competencia
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10001.78,10482.23,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10001.78,9931.14,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10001.78,10801.59,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10001.78,10582.84,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10001.78,10499.82,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10001.78,10273.38,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10001.78,10733.59,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10001.78,10405.29,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10001.78,11057.17,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10001.78,10604.93,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10001.78,10039.44,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11604.36,12420.35,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11604.36,11983.28,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11604.36,11985.54,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11604.36,12082.64,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11604.36,12121.16,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11604.36,12254.17,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11604.36,12431.65,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11604.36,12324.18,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11604.36,11913.64,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11604.36,11695.26,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11604.36,11884.62,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11604.36,12290.75,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11327.31,12169.64,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11327.31,12486.2,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11327.31,11416.83,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11327.31,11901.31,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11327.31,11796.43,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11327.31,11737.45,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11327.31,11920.92,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11327.31,11789.64,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11327.31,11783.25,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11327.31,11653.98,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11327.31,12008.22,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,parda,11327.31,12232.34,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,preta,17031.04,18687.13,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,preta,17031.04,17583.84,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,preta,17031.04,17313.89,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,preta,17031.04,17718.35,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,preta,17031.04,17425.72,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,preta,17031.04,18378.33,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,preta,17031.04,17433.75,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,preta,17031.04,17890.27,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,preta,17031.04,17165.89,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,preta,17031.04,17673.71,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,preta,17031.04,17950.1,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,preta,17031.04,18633.71,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,branca,14816.29,15222.79,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,branca,14816.29,15694.97,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,branca,14816.29,14606.88,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,branca,14816.29,14993.82,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,branca,14816.29,15168.28,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,branca,14816.29,15308.5,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,branca,14816.29,15721.68,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,branca,14816.29,15810.78,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,branca,14816.29,14814.87,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,branca,14816.29,15765.13,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,branca,14816.29,15033.83,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,branca,14816.29,16345.15,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13467.17,14241.77,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13467.17,14176.85,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13467.17,14043.58,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13467.17,14101.57,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13467.17,14115.89,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13467.17,13835.7,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13467.17,14416.38,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13467.17,14223.79,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13467.17,14417.46,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13467.17,14090.04,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13467.17,14389.45,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13467.17,13808.84,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,parda,9229.82,10660.46,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,parda,9229.82,9476.99,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,parda,9229.82,9550.19,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,parda,9229.82,9940.08,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,parda,9229.82,10015.02,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,parda,9229.82,9453.28,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,parda,9229.82,9213.18,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,parda,9229.82,9286.46,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,parda,9229.82,9398.48,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,parda,9229.82,9456.22,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,parda,9229.82,9627.89,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,parda,9229.82,9958.54,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,branca,9317.46,10067.09,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,branca,9317.46,9594.39,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,branca,9317.46,9915.93,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,branca,9317.46,10011.58,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,branca,9317.46,10157.51,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,branca,9317.46,9720.47,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,branca,9317.46,9557.17,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,branca,9317.46,9974.31,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,branca,9317.46,10188.28,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,branca,9317.46,9618.18,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,branca,9317.46,10309.39,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,branca,9317.46,10245.16,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,parda,17047.31,17731.23,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,parda,17047.31,17063.43,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,parda,17047.31,17560.3,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,parda,17047.31,17685.41,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,parda,17047.31,18137.27,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,parda,17047.31,17011.02,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,parda,17047.31,19108.56,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,parda,17047.31,19062.26,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,parda,17047.31,17495.16,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,parda,17047.31,16912.96,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,parda,17047.31,17778.36,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,parda,17047.31,18081.67,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17866.98,19445.31,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17866.98,19105.07,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17866.98,18615.21,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17866.98,17668.24,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17866.98,18996.73,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17866.98,19174.73,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17866.98,18556.54,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17866.98,18870.04,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17866.98,18831.63,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17866.98,18592.02,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17866.98,18102.69,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17866.98,18905.7,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,branca,15125.79,15206.26,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,branca,15125.79,16485.74,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,branca,15125.79,15441.87,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,branca,15125.79,16073,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,branca,15125.79,15517.88,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,branca,15125.79,16021.33,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,branca,15125.79,15753.47,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,branca,15125.79,16090.82,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,branca,15125.79,15490.17,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,branca,15125.79,15109.1,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,branca,15125.79,15721.21,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,branca,15125.79,15689.24,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16382.13,16425.77,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16382.13,16825.74,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16382.13,16342.35,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16382.13,17221.04,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16382.13,16980.89,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16382.13,17171.81,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16382.13,18443.67,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16382.13,17242.38,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16382.13,17348.2,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16382.13,17472.82,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16382.13,17096.18,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,branca,16382.13,16874.04,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,parda,14352.01,15415.5,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,parda,14352.01,15480.53,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,parda,14352.01,13781.63,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,parda,14352.01,14967.45,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,parda,14352.01,14890.94,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,parda,14352.01,14794.02,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,parda,14352.01,15571.66,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,parda,14352.01,14806.61,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,parda,14352.01,15408.55,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,parda,14352.01,14802.77,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,parda,14352.01,14860.93,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,parda,14352.01,15350.03,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10869.8,11147.38,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10869.8,11335.26,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10869.8,11028.19,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10869.8,11099.24,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10869.8,11623.39,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10869.8,11578.51,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10869.8,11014.81,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10869.8,11001.78,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10869.8,12218,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10869.8,11178.02,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10869.8,11103.5,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,branca,10869.8,11554.46,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,branca,10440.3,10694.55,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,branca,10440.3,10823.08,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,branca,10440.3,11217.06,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,branca,10440.3,11249.95,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,branca,10440.3,10875.62,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,branca,10440.3,11357.45,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,branca,10440.3,10892.26,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,branca,10440.3,10862.14,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,branca,10440.3,10935.31,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,branca,10440.3,10841.12,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,branca,10440.3,11102.16,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,branca,10440.3,11025.67,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10170.25,10417.92,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10170.25,10709.23,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10170.25,10489.06,2024-11
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10170.25,10478.1,2024-12
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10170.25,10611.8,2025-01
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10170.25,10964.93,2025-02
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10170.25,10738.58,2025-03
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10170.25,11041.09,2025-04
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10170.25,11130.85,2025-05
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10170.25,10643.9,2025-06
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10170.25,10469.69,2025-07
12.345.678/0001-01,142105,Gerente administrativo,F,parda,10170.25,10414.13,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17652.54,18640.17,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17652.54,18951.21,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17652.54,19330.89,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17652.54,17800.8,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17652.54,18981.95,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17652.54,19060.38,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17652.54,19783.93,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17652.54,18593.23,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17652.54,18477.54,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17652.54,17690.4,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17652.54,18083.01,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17652.54,17910.74,2025-08
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17378.59,17681.97,2024-09
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17378.59,17739.93,2024-10
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17378.59,17409.81,2024-11
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17378.59,18161.07,2024-12
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17378.59,18410.9,2025-01
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17378.59,18606.81,2025-02
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17378.59,18160.45,2025-03
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17378.59,18761.28,2025-04
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17378.59,18766.59,2025-05
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17378.59,17420.04,2025-06
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17378.59,18069.2,2025-07
12.345.678/0001-01,142105,Gerente administrativo,M,branca,17378.59,17560.5,2025-08
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13301.97,13549.19,2024-09
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13301.97,14013.39,2024-10
12.345.678/0001-01,142105,Gerente administrativo,F,parda,13301.97,13890.09,2024-11
